,amount_transactions,number_transactions,breakdown
3362,401441.0,3.0,Thousands
3363,409290.0,4.0,Thousands
3364,155000.0,2.0,Thousands
3365,369940.0,2.0,Thousands
3366,517500.0,9.0,Thousands
3367,800000.0,3.0,Thousands
3368,620000.0,2.0,Thousands
3369,480000.0,5.0,Thousands
3370,380000.0,2.0,Thousands
3371,98085.76,1.0,Thousands
3372,204500.0,1.0,Thousands
3373,280828.0,1.0,Thousands
3374,328745.0,3.0,Thousands
3375,459764.0,4.0,Thousands
3376,846135.0,2.0,Thousands
3377,599980.0,2.0,Thousands
3378,645700.0,2.0,Thousands
3379,655000.0,4.0,Thousands
3380,906120.0,1.0,Thousands
3381,920000.0,3.0,Thousands
3382,350000.0,1.0,Thousands
3383,720591.0,12.0,Thousands
3384,326400.0,1.0,Thousands
3385,483460.0,1.0,Thousands
3386,483460.0,1.0,Thousands
3387,331459.5,3.0,Thousands
3388,99976.5,1.0,Thousands
3389,259160.27,3.0,Thousands
3390,237688.05,5.0,Thousands
3391,700000.0,,Thousands
3392,181600.35,5.0,Thousands
3393,200000.0,2.0,Thousands
3394,258900.0,7.0,Thousands
3395,537665.73,3.0,Thousands
3396,431000.0,2.0,Thousands
3397,700000.0,1.0,Thousands
3398,823000.0,6.0,Thousands
3399,464648.0,5.0,Thousands
3400,354801.6,4.0,Thousands
3401,443345.0,4.0,Thousands
3402,730764.99,3.0,Thousands
3403,397544.6,5.0,Thousands
3404,65205.0,2.0,Thousands
3405,232465.0,2.0,Thousands
3406,183955.0,2.0,Thousands
3407,49990.0,1.0,Thousands
3408,471630.0,4.0,Thousands
3409,619950.0,5.0,Thousands
3410,610255.0,6.0,Thousands
3411,21893.15,8.0,Thousands
3412,165174.0,9.0,Thousands
3413,22636.0,2.0,Thousands
3414,97940.0,1.0,Thousands
3415,204986.39,1.0,Thousands
3416,243750.0,1.0,Thousands
3417,817399.0,1.0,Thousands
3418,11709.93,2.0,Thousands
3419,4600.0,1.0,Thousands
3420,4145.35,1.0,Thousands
3421,556355.0,1.0,Thousands
3422,655556.0,3.0,Thousands
3423,815684.03,1.0,Thousands
3424,200000.0,1.0,Thousands
3425,150000.0,1.0,Thousands
3426,150000.0,1.0,Thousands
3427,79974.0,1.0,Thousands
3428,79974.0,1.0,Thousands
3429,179026.57,4.0,Thousands
3430,250000.0,1.0,Thousands
3431,170428.0,1.0,Thousands
3432,363900.0,1.0,Thousands
3433,369500.0,3.0,Thousands
3434,563009.78,3.0,Thousands
3435,533541.0,3.0,Thousands
3436,573136.93,3.0,Thousands
3437,615996.34,4.0,Thousands
3438,920000.0,4.0,Thousands
3439,440000.0,7.0,Thousands
3440,828763.47,7.0,Thousands
3441,43180.5,1.0,Thousands
3442,160339.66,1.0,Thousands
3443,44095.38,1.0,Thousands
3444,40000.0,2.0,Thousands
3445,45394.08,1.0,Thousands
3446,95280.0,2.0,Thousands
3447,97500.0,1.0,Thousands
3448,150066.0,1.0,Thousands
3449,37984.0,2.0,Thousands
3450,80200.0,1.0,Thousands
3451,280000.0,2.0,Thousands
3452,665657.56,11.0,Thousands
3453,531159.9,1.0,Thousands
3454,465994.71,1.0,Thousands
3455,591686.4,3.0,Thousands
3456,215325.49,6.0,Thousands
3457,971254.64,17.0,Thousands
3458,400000.0,1.0,Thousands
3459,477018.6,5.0,Thousands
3460,496270.2,2.0,Thousands
3461,500000.0,1.0,Thousands
3462,691167.0,3.0,Thousands
3463,703000.0,8.0,Thousands
3464,727936.0,4.0,Thousands
3465,776500.0,13.0,Thousands
3466,440000.0,1.0,Thousands
3467,124965.0,1.0,Thousands
3468,102283.5,1.0,Thousands
3469,30050.0,1.0,Thousands
3470,9933.0,1.0,Thousands
3471,9968.0,1.0,Thousands
3472,9984.0,1.0,Thousands
3473,56225.0,1.0,Thousands
3474,207394.0,1.0,Thousands
3475,10485.0,1.0,Thousands
3476,16345.0,1.0,Thousands
3477,10300.0,1.0,Thousands
3478,40000.0,1.0,Thousands
3479,13668.0,1.0,Thousands
3480,275000.0,,Thousands
3481,200000.0,,Thousands
3482,91917.81,2.0,Thousands
3483,205895.9,2.0,Thousands
3484,528392.77,3.0,Thousands
3485,38150.0,2.0,Thousands
3486,927170.88,11.0,Thousands
3487,99980.0,1.0,Thousands
3488,882720.0,2.0,Thousands
3489,76493.0,1.0,Thousands
3490,13025.0,1.0,Thousands
3491,21129.5,1.0,Thousands
3492,133920.0,1.0,Thousands
3493,249036.27,2.0,Thousands
3494,102010.0,1.0,Thousands
3495,148630.0,1.0,Thousands
3496,161357.6,1.0,Thousands
3497,160000.0,1.0,Thousands
3498,227953.37,1.0,Thousands
3499,227869.01,3.0,Thousands
3500,128464.0,1.0,Thousands
3501,270105.0,4.0,Thousands
3502,88000.0,5.0,Thousands
3503,150000.0,1.0,Thousands
3504,250000.0,1.0,Thousands
3505,15000.0,1.0,Thousands
3506,500000.0,1.0,Thousands
3507,31500.0,1.0,Thousands
3508,2955.88,6.0,Thousands
3509,3077.76,4.0,Thousands
3510,170000.0,1.0,Thousands
3511,170000.0,1.0,Thousands
3512,28000.0,,Thousands
3513,20000.0,1.0,Thousands
3514,40000.0,1.0,Thousands
3515,40000.0,1.0,Thousands
3516,30000.0,1.0,Thousands
3517,40000.0,1.0,Thousands
3518,119400.0,1.0,Thousands
3519,25000.0,1.0,Thousands
3520,61762.0,1.0,Thousands
3521,11200.0,1.0,Thousands
3522,235954.18,1.0,Thousands
3523,39000.0,1.0,Thousands
3524,200750.0,1.0,Thousands
3525,19500.0,1.0,Thousands
3526,360600.0,2.0,Thousands
3527,500000.0,2.0,Thousands
3528,604812.0,2.0,Thousands
3529,968898.0,3.0,Thousands
3530,600000.0,2.0,Thousands
3531,281459.0,4.0,Thousands
3532,339793.0,8.0,Thousands
3533,550000.0,2.0,Thousands
3534,557812.0,8.0,Thousands
3535,349905.0,1.0,Thousands
3536,99932.51,1.0,Thousands
3537,29935.0,1.0,Thousands
3538,99935.0,1.0,Thousands
3539,364905.0,1.0,Thousands
3540,129905.0,1.0,Thousands
3541,399905.0,1.0,Thousands
3542,49935.0,1.0,Thousands
3543,210000.0,1.0,Thousands
3544,18000.0,1.0,Thousands
3545,25000.0,1.0,Thousands
3546,26000.0,1.0,Thousands
3547,60000.0,1.0,Thousands
3548,205000.0,1.0,Thousands
3549,180000.0,1.0,Thousands
3550,150000.0,1.0,Thousands
3551,410000.0,1.0,Thousands
3552,299905.0,1.0,Thousands
3553,499905.0,1.0,Thousands
3554,735000.0,1.0,Thousands
3555,100000.0,1.0,Thousands
3556,53939.5,1.0,Thousands
3557,199905.0,1.0,Thousands
3558,499905.0,1.0,Thousands
3559,699905.0,1.0,Thousands
3560,4662.0,,Thousands
3561,30000.0,1.0,Thousands
3562,109452.0,2.0,Thousands
3563,28965.0,1.0,Thousands
3564,595734.0,1.0,Thousands
3565,120960.0,1.0,Thousands
3566,148089.0,1.0,Thousands
3567,734350.0,1.0,Thousands
3568,3827.25,1.0,Thousands
3569,11723.1,1.0,Thousands
3570,1067.91,1.0,Thousands
3571,4550.0,1.0,Thousands
3572,123208.0,1.0,Thousands
3573,266515.0,1.0,Thousands
3574,6797.8,1.0,Thousands
3575,14500.0,1.0,Thousands
3576,1770.0,1.0,Thousands
3577,200000.0,1.0,Thousands
3578,6602.27,1.0,Thousands
3579,3134.0,1.0,Thousands
3580,3134.0,1.0,Thousands
3581,3134.0,1.0,Thousands
3582,626212.97,1.0,Thousands
3583,3081.66,1.0,Thousands
3584,120500.0,8.0,Thousands
3585,526038.93,1.0,Thousands
3586,600334.91,1.0,Thousands
3587,700000.0,2.0,Thousands
3588,300000.0,1.0,Thousands
3589,20688.2,2.0,Thousands
3590,300000.0,1.0,Thousands
3591,950000.0,2.0,Thousands
3592,165000.0,3.0,Thousands
3593,5015.0,1.0,Thousands
3594,51172.71,4.0,Thousands
3595,68793.29,2.0,Thousands
3596,90000.0,1.0,Thousands
3597,103366.83,2.0,Thousands
3598,345700.0,1.0,Thousands
3599,511605.25,2.0,Thousands
3600,360000.0,5.0,Thousands
3601,370640.0,4.0,Thousands
3602,400953.0,4.0,Thousands
3603,408000.0,4.0,Thousands
3604,465700.0,5.0,Thousands
3605,682840.0,3.0,Thousands
3606,125747.85,11.0,Thousands
3607,71853.92,1.0,Thousands
3608,99510.12,2.0,Thousands
3609,269412.79,1.0,Thousands
3610,58990.0,1.0,Thousands
3611,27379.7,1.0,Thousands
3612,1006.5,1.0,Thousands
3613,278100.0,1.0,Thousands
3614,192874.92,1.0,Thousands
3615,171553.29,1.0,Thousands
3616,242977.38,1.0,Thousands
3617,137990.0,1.0,Thousands
3618,101990.0,1.0,Thousands
3619,249956.2,1.0,Thousands
3620,61070.11,1.0,Thousands
3621,5766.5,1.0,Thousands
3622,159499.0,1.0,Thousands
3623,192592.4,1.0,Thousands
3624,853144.85,1.0,Thousands
3625,99918.57,1.0,Thousands
3626,104990.0,1.0,Thousands
3627,777790.59,1.0,Thousands
3628,158990.0,1.0,Thousands
3629,137451.16,1.0,Thousands
3630,32675.02,1.0,Thousands
3631,5400.0,2.0,Thousands
3632,1803.16,1.0,Thousands
3633,1979.5,2.0,Thousands
3634,1600.0,1.0,Thousands
3635,4988.0,1.0,Thousands
3636,702000.0,5.0,Thousands
3637,310000.0,1.0,Thousands
3638,882720.0,2.0,Thousands
3639,8311.0,15.0,Thousands
3640,8771.04,10.0,Thousands
3641,84935.0,19.0,Thousands
3642,50000.0,1.0,Thousands
3643,172582.0,2.0,Thousands
3644,349989.93,1.0,Thousands
3645,784427.9,1.0,Thousands
3646,847989.58,3.0,Thousands
3647,60000.0,1.0,Thousands
3648,60000.0,5.0,Thousands
3649,68501.0,3.0,Thousands
3650,84454.0,18.0,Thousands
3651,186958.0,11.0,Thousands
3652,899792.0,11.0,Thousands
3653,199960.0,1.0,Thousands
3654,216880.96,3.0,Thousands
3655,275002.16,1.0,Thousands
3656,353029.07,7.0,Thousands
3657,376017.12,6.0,Thousands
3658,310245.62,3.0,Thousands
3659,486080.0,8.0,Thousands
3660,559080.0,6.0,Thousands
3661,677888.86,7.0,Thousands
3662,162000.0,1.0,Thousands
3663,50000.0,1.0,Thousands
3664,98950.0,1.0,Thousands
3665,244413.0,2.0,Thousands
3666,950035.0,1.0,Thousands
3667,860000.0,1.0,Thousands
3668,305403.09,1.0,Thousands
3669,63137.69,1.0,Thousands
3670,153186.0,1.0,Thousands
3671,531540.37,10.0,Thousands
3672,632734.0,4.0,Thousands
3673,500000.0,2.0,Thousands
3674,403150.0,1.0,Thousands
3675,500000.0,2.0,Thousands
3676,599987.0,2.0,Thousands
3677,518987.0,2.0,Thousands
3678,700000.0,1.0,Thousands
3679,755000.0,1.0,Thousands
3680,128739.63,6.0,Thousands
3681,903928.99,5.0,Thousands
3682,269933.65,5.0,Thousands
3683,223000.0,1.0,Thousands
3684,294874.0,1.0,Thousands
3685,73186.0,1.0,Thousands
3686,99958.4,1.0,Thousands
3687,33000.0,1.0,Thousands
3688,34000.0,2.0,Thousands
3689,58850.0,2.0,Thousands
3690,110000.0,1.0,Thousands
3691,32990.0,1.0,Thousands
3692,104000.0,1.0,Thousands
3693,610000.0,3.0,Thousands
3694,278000.0,3.0,Thousands
3695,40000.0,2.0,Thousands
3696,212928.12,4.0,Thousands
3697,916149.18,5.0,Thousands
3698,450000.0,1.0,Thousands
3699,622805.4,2.0,Thousands
3700,655132.5,4.0,Thousands
3701,746265.01,5.0,Thousands
3702,2982.02,1.0,Thousands
3703,69921.02,1.0,Thousands
3704,9986.36,1.0,Thousands
3705,42986.36,1.0,Thousands
3706,42986.36,1.0,Thousands
3707,85986.36,1.0,Thousands
3708,31887.0,2.0,Thousands
3709,174310.0,3.0,Thousands
3710,319100.0,4.0,Thousands
3711,542717.4,10.0,Thousands
3712,630942.31,9.0,Thousands
3713,259000.0,1.0,Thousands
3714,268600.0,5.0,Thousands
3715,297057.24,2.0,Thousands
3716,425531.0,1.0,Thousands
3717,400000.0,1.0,Thousands
3718,856800.0,4.0,Thousands
3719,181343.7,1.0,Thousands
3720,543775.29,3.0,Thousands
3721,1500.0,1.0,Thousands
3722,863923.06,1.0,Thousands
3723,925000.0,1.0,Thousands
3724,870900.0,1.0,Thousands
3725,434250.0,1.0,Thousands
3726,607500.0,1.0,Thousands
3727,576688.36,1.0,Thousands
3728,500000.0,1.0,Thousands
3729,15021.0,1.0,Thousands
3730,944122.06,5.0,Thousands
3731,6065.12,1.0,Thousands
3732,41178.8,1.0,Thousands
3733,750000.0,3.0,Thousands
3734,856000.0,4.0,Thousands
3735,903500.0,6.0,Thousands
3736,130033.2,1.0,Thousands
3737,150000.0,1.0,Thousands
3738,171225.0,1.0,Thousands
3739,250511.0,1.0,Thousands
3740,650000.0,3.0,Thousands
3741,500000.0,2.0,Thousands
3742,627000.0,1.0,Thousands
3743,691500.0,5.0,Thousands
3744,308383.5,3.0,Thousands
3745,352417.0,3.0,Thousands
3746,445467.15,3.0,Thousands
3747,495000.0,1.0,Thousands
3748,520528.6,4.0,Thousands
3749,406475.0,1.0,Thousands
3750,68675.0,4.0,Thousands
3751,98494.0,21.0,Thousands
3752,649970.0,4.0,Thousands
3753,50000.0,1.0,Thousands
3754,417000.0,3.0,Thousands
3755,190388.64,2.0,Thousands
3756,452000.0,1.0,Thousands
3757,736500.0,2.0,Thousands
3758,835000.0,1.0,Thousands
3759,947232.0,2.0,Thousands
3760,82394.0,2.0,Thousands
3761,210000.0,1.0,Thousands
3762,211868.0,2.0,Thousands
3763,246400.0,4.0,Thousands
3764,300000.0,5.0,Thousands
3765,180200.0,1.0,Thousands
3766,260000.0,1.0,Thousands
3767,300000.0,1.0,Thousands
3768,300000.0,1.0,Thousands
3769,325000.0,1.0,Thousands
3770,365660.0,1.0,Thousands
3771,500000.0,1.0,Thousands
3772,600000.0,1.0,Thousands
3773,600000.0,2.0,Thousands
3774,110695.29,2.0,Thousands
3775,120000.0,1.0,Thousands
3776,120791.0,3.0,Thousands
3777,127290.0,2.0,Thousands
3778,130000.0,3.0,Thousands
3779,160000.0,1.0,Thousands
3780,180000.0,1.0,Thousands
3781,200000.0,1.0,Thousands
3782,202380.86,2.0,Thousands
3783,4100.48,1.0,Thousands
3784,16958.45,1.0,Thousands
3785,145274.27,1.0,Thousands
3786,31724.98,1.0,Thousands
3787,12016.0,1.0,Thousands
3788,9963.17,1.0,Thousands
3789,23671.96,1.0,Thousands
3790,4388.89,1.0,Thousands
3791,16898.57,1.0,Thousands
3792,350000.0,1.0,Thousands
3793,400000.0,1.0,Thousands
3794,83545.66,1.0,Thousands
3795,80453.4,5.0,Thousands
3796,140722.35,2.0,Thousands
3797,108570.1,2.0,Thousands
3798,155399.1,4.0,Thousands
3799,126321.7,4.0,Thousands
3800,169448.4,4.0,Thousands
3801,367102.79,3.0,Thousands
3802,560851.19,4.0,Thousands
3803,612736.05,5.0,Thousands
3804,243229.5,1.0,Thousands
3805,155000.0,1.0,Thousands
3806,143384.92,1.0,Thousands
3807,873611.11,1.0,Thousands
3808,35000.0,1.0,Thousands
3809,100000.0,1.0,Thousands
3810,300000.0,1.0,Thousands
3811,860000.0,1.0,Thousands
3812,607360.0,1.0,Thousands
3813,530000.0,1.0,Thousands
3814,100000.0,1.0,Thousands
3815,100000.0,1.0,Thousands
3816,100000.0,1.0,Thousands
3817,100000.0,1.0,Thousands
3818,100000.0,1.0,Thousands
3819,100000.0,1.0,Thousands
3820,100000.0,1.0,Thousands
3821,100000.0,1.0,Thousands
3822,100000.0,1.0,Thousands
3823,100000.0,1.0,Thousands
3824,77000.0,1.0,Thousands
3825,100000.0,1.0,Thousands
3826,100000.0,1.0,Thousands
3827,100000.0,1.0,Thousands
3828,100000.0,1.0,Thousands
3829,100000.0,1.0,Thousands
3830,100000.0,1.0,Thousands
3831,100000.0,1.0,Thousands
3832,100000.0,1.0,Thousands
3833,100000.0,1.0,Thousands
3834,100000.0,1.0,Thousands
3835,100000.0,1.0,Thousands
3836,100000.0,1.0,Thousands
3837,100000.0,1.0,Thousands
3838,100000.0,1.0,Thousands
3839,655862.5,1.0,Thousands
3840,706950.0,1.0,Thousands
3841,362070.0,1.0,Thousands
3842,493500.0,1.0,Thousands
3843,435600.0,1.0,Thousands
3844,279315.2,1.0,Thousands
3845,322200.0,1.0,Thousands
3846,402500.0,1.0,Thousands
3847,920000.0,1.0,Thousands
3848,942450.0,1.0,Thousands
3849,204420.0,1.0,Thousands
3850,514929.0,1.0,Thousands
3851,216284.49,1.0,Thousands
3852,369760.0,3.0,Thousands
3853,561384.6,5.0,Thousands
3854,970296.41,5.0,Thousands
3855,6993.0,1.0,Thousands
3856,3600.0,1.0,Thousands
3857,7321.0,1.0,Thousands
3858,51470.0,1.0,Thousands
3859,647260.27,1.0,Thousands
3860,39445.0,1.0,Thousands
3861,132550.0,1.0,Thousands
3862,137312.0,1.0,Thousands
3863,152585.0,1.0,Thousands
3864,173973.0,1.0,Thousands
3865,173973.0,1.0,Thousands
3866,702043.0,1.0,Thousands
3867,965854.0,1.0,Thousands
3868,58307.22,1.0,Thousands
3869,92950.0,1.0,Thousands
3870,549715.38,3.0,Thousands
3871,31447.72,2.0,Thousands
3872,324955.0,3.0,Thousands
3873,6980.0,1.0,Thousands
3874,44500.0,1.0,Thousands
3875,560903.37,3.0,Thousands
3876,606448.0,6.0,Thousands
3877,917500.0,7.0,Thousands
3878,766750.96,5.0,Thousands
3879,995474.9,6.0,Thousands
3880,797462.5,5.0,Thousands
3881,857919.0,2.0,Thousands
3882,999997.5,1.0,Thousands
3883,225574.5,4.0,Thousands
3884,95880.0,1.0,Thousands
3885,99750.0,1.0,Thousands
3886,100000.0,1.0,Thousands
3887,100000.0,1.0,Thousands
3888,125800.0,1.0,Thousands
3889,134640.0,1.0,Thousands
3890,195000.0,1.0,Thousands
3891,28798.59,1.0,Thousands
3892,18150.45,1.0,Thousands
3893,412255.87,2.0,Thousands
3894,72188.43,2.0,Thousands
3895,85735.2,2.0,Thousands
3896,278850.0,1.0,Thousands
3897,614566.72,2.0,Thousands
3898,428051.7,1.0,Thousands
3899,462377.88,2.0,Thousands
3900,871637.22,2.0,Thousands
3901,759898.0,3.0,Thousands
3902,601500.0,1.0,Thousands
3903,475000.0,2.0,Thousands
3904,998175.6,4.0,Thousands
3905,158112.0,1.0,Thousands
3906,961315.5,3.0,Thousands
3907,599968.0,3.0,Thousands
3908,21892.0,1.0,Thousands
3909,50000.0,1.0,Thousands
3910,50000.0,1.0,Thousands
3911,48059.0,1.0,Thousands
3912,24976.0,1.0,Thousands
3913,69976.0,1.0,Thousands
3914,49976.0,1.0,Thousands
3915,49976.0,1.0,Thousands
3916,550000.0,1.0,Thousands
3917,275000.0,1.0,Thousands
3918,137500.0,1.0,Thousands
3919,459498.37,1.0,Thousands
3920,83220.8,1.0,Thousands
3921,100225.6,1.0,Thousands
3922,800000.0,1.0,Thousands
3923,705000.0,1.0,Thousands
3924,141148.0,1.0,Thousands
3925,89177.0,1.0,Thousands
3926,340000.0,1.0,Thousands
3927,115000.0,5.0,Thousands
3928,484000.0,3.0,Thousands
3929,637380.0,5.0,Thousands
3930,51989.8,1.0,Thousands
3931,6390.13,1.0,Thousands
3932,5811.2,1.0,Thousands
3933,2380.0,,Thousands
3934,659940.95,8.0,Thousands
3935,500000.0,1.0,Thousands
3936,500000.0,1.0,Thousands
3937,500000.0,1.0,Thousands
3938,34240.0,2.0,Thousands
3939,108830.0,2.0,Thousands
3940,160561.0,2.0,Thousands
3941,268203.99,4.0,Thousands
3942,538701.59,7.0,Thousands
3943,630000.0,2.0,Thousands
3944,705000.0,1.0,Thousands
3945,13425.0,1.0,Thousands
3946,14544.0,1.0,Thousands
3947,18735.75,2.0,Thousands
3948,20750.0,2.0,Thousands
3949,24000.0,2.0,Thousands
3950,24203.5,4.0,Thousands
3951,25657.5,2.0,Thousands
3952,27625.0,1.0,Thousands
3953,30644.8,2.0,Thousands
3954,90092.0,2.0,Thousands
3955,141821.44,1.0,Thousands
3956,239997.0,1.0,Thousands
3957,578882.14,3.0,Thousands
3958,5738.45,1.0,Thousands
3959,5250.0,1.0,Thousands
3960,22856.4,1.0,Thousands
3961,37422.0,1.0,Thousands
3962,61516.89,1.0,Thousands
3963,160952.0,2.0,Thousands
3964,350000.0,1.0,Thousands
3965,200000.0,1.0,Thousands
3966,180000.0,1.0,Thousands
3967,344951.0,1.0,Thousands
3968,350035.0,1.0,Thousands
3969,221842.4,1.0,Thousands
3970,20000.0,1.0,Thousands
3971,195000.0,2.0,Thousands
3972,60000.0,1.0,Thousands
3973,99970.0,2.0,Thousands
3974,899457.0,1.0,Thousands
3975,185000.0,1.0,Thousands
3976,60000.0,2.0,Thousands
3977,6840.0,2.0,Thousands
3978,9453.0,3.0,Thousands
3979,84164.38,1.0,Thousands
3980,21379.42,1.0,Thousands
3981,5736.84,1.0,Thousands
3982,46065.88,1.0,Thousands
3983,179156.18,1.0,Thousands
3984,258869.86,1.0,Thousands
3985,34550.0,1.0,Thousands
3986,500000.0,1.0,Thousands
3987,363284.0,1.0,Thousands
3988,364312.0,1.0,Thousands
3989,331870.92,1.0,Thousands
3990,154186.01,1.0,Thousands
3991,45409.04,1.0,Thousands
3992,317524.1,1.0,Thousands
3993,199877.56,1.0,Thousands
3994,200000.0,1.0,Thousands
3995,200000.0,1.0,Thousands
3996,157500.0,1.0,Thousands
3997,105000.0,1.0,Thousands
3998,100000.0,1.0,Thousands
3999,60000.0,1.0,Thousands
4000,500000.0,1.0,Thousands
4001,300000.0,1.0,Thousands
4002,500000.0,1.0,Thousands
4003,121000.0,1.0,Thousands
4004,288960.0,1.0,Thousands
4005,236810.0,1.0,Thousands
4006,780360.0,1.0,Thousands
4007,183610.0,1.0,Thousands
4008,470800.0,1.0,Thousands
4009,100000.0,1.0,Thousands
4010,622600.0,1.0,Thousands
4011,152000.0,1.0,Thousands
4012,672000.0,1.0,Thousands
4013,568420.0,1.0,Thousands
4014,552810.0,1.0,Thousands
4015,145830.0,1.0,Thousands
4016,405260.0,1.0,Thousands
4017,186780.0,1.0,Thousands
4018,138120.0,1.0,Thousands
4019,631470.0,1.0,Thousands
4020,690810.0,1.0,Thousands
4021,342090.0,1.0,Thousands
4022,495360.0,1.0,Thousands
4023,4447.49,1.0,Thousands
4024,585000.0,1.0,Thousands
4025,431865.0,1.0,Thousands
4026,196565.0,1.0,Thousands
4027,361784.0,1.0,Thousands
4028,361784.0,1.0,Thousands
4029,12245.48,1.0,Thousands
4030,722500.0,1.0,Thousands
4031,248650.0,1.0,Thousands
4032,260000.0,1.0,Thousands
4033,40000.0,1.0,Thousands
4034,14000.0,1.0,Thousands
4035,130000.0,1.0,Thousands
4036,108287.18,1.0,Thousands
4037,21660.97,1.0,Thousands
4038,502250.0,1.0,Thousands
4039,250000.0,1.0,Thousands
4040,166240.0,1.0,Thousands
4041,31090.0,1.0,Thousands
4042,476230.0,1.0,Thousands
4043,201380.0,1.0,Thousands
4044,416620.0,1.0,Thousands
4045,149670.0,1.0,Thousands
4046,438610.0,1.0,Thousands
4047,700070.0,1.0,Thousands
4048,398230.0,1.0,Thousands
4049,401030.0,1.0,Thousands
4050,251120.0,1.0,Thousands
4051,654830.0,1.0,Thousands
4052,220030.0,1.0,Thousands
4053,344220.0,1.0,Thousands
4054,316620.0,1.0,Thousands
4055,767310.0,1.0,Thousands
4056,410120.0,1.0,Thousands
4057,286310.0,1.0,Thousands
4058,409480.0,1.0,Thousands
4059,257730.0,1.0,Thousands
4060,653130.0,1.0,Thousands
4061,232060.0,1.0,Thousands
4062,585000.0,1.0,Thousands
4063,500000.0,1.0,Thousands
4064,50000.0,1.0,Thousands
4065,115000.0,1.0,Thousands
4066,700000.0,1.0,Thousands
4067,160000.0,1.0,Thousands
4068,200000.0,1.0,Thousands
4069,70000.0,1.0,Thousands
4070,184408.0,4.0,Thousands
4071,3068.88,1.0,Thousands
4072,6378.25,1.0,Thousands
4073,138750.0,1.0,Thousands
4074,860310.0,1.0,Thousands
4075,635787.68,1.0,Thousands
4076,8047.95,1.0,Thousands
4077,868849.69,1.0,Thousands
4078,3100.0,1.0,Thousands
4079,10470.0,1.0,Thousands
4080,10000.0,1.0,Thousands
4081,1200.0,1.0,Thousands
4082,1200.0,1.0,Thousands
4083,2350.0,1.0,Thousands
4084,5700.0,1.0,Thousands
4085,1500.0,1.0,Thousands
4086,3000.0,1.0,Thousands
4087,1850.0,1.0,Thousands
4088,1600.0,1.0,Thousands
4089,2700.0,1.0,Thousands
4090,3600.0,1.0,Thousands
4091,25000.0,1.0,Thousands
4092,90000.0,1.0,Thousands
4093,60000.0,1.0,Thousands
4094,50000.0,1.0,Thousands
4095,30000.0,1.0,Thousands
4096,60000.0,1.0,Thousands
4097,100000.0,1.0,Thousands
4098,213201.28,1.0,Thousands
4099,22308.0,1.0,Thousands
4100,107625.63,1.0,Thousands
4101,44883.8,1.0,Thousands
4102,50353.38,1.0,Thousands
4103,125166.85,1.0,Thousands
4104,50364.87,1.0,Thousands
4105,64990.0,1.0,Thousands
4106,10000.0,1.0,Thousands
4107,26610.0,1.0,Thousands
4108,42770.0,1.0,Thousands
4109,76929.0,1.0,Thousands
4110,36620.0,1.0,Thousands
4111,24000.0,1.0,Thousands
4112,10000.0,1.0,Thousands
4113,50000.0,1.0,Thousands
4114,24267.0,1.0,Thousands
4115,19550.0,1.0,Thousands
4116,28608.0,1.0,Thousands
4117,26460.0,1.0,Thousands
4118,35000.0,1.0,Thousands
4119,28315.0,1.0,Thousands
4120,41905.0,1.0,Thousands
4121,4737.0,1.0,Thousands
4122,10000.0,1.0,Thousands
4123,19026.0,1.0,Thousands
4124,8653.0,1.0,Thousands
4125,54965.0,1.0,Thousands
4126,4907.0,1.0,Thousands
4127,10000.0,1.0,Thousands
4128,10000.0,1.0,Thousands
4129,10000.0,1.0,Thousands
4130,165870.0,1.0,Thousands
4131,56200.0,1.0,Thousands
4132,58950.0,1.0,Thousands
4133,135000.0,1.0,Thousands
4134,67000.0,1.0,Thousands
4135,39460.0,1.0,Thousands
4136,18330.0,1.0,Thousands
4137,83350.0,1.0,Thousands
4138,64550.0,1.0,Thousands
4139,50000.0,1.0,Thousands
4140,75000.0,1.0,Thousands
4141,45330.0,1.0,Thousands
4142,60920.0,1.0,Thousands
4143,93960.0,1.0,Thousands
4144,42620.0,1.0,Thousands
4145,56450.0,1.0,Thousands
4146,34450.0,1.0,Thousands
4147,35245.0,1.0,Thousands
4148,21330.0,1.0,Thousands
4149,50000.0,1.0,Thousands
4150,56500.0,1.0,Thousands
4151,39544.2,1.0,Thousands
4152,74604.2,1.0,Thousands
4153,59759.0,1.0,Thousands
4154,22056.4,1.0,Thousands
4155,42153.2,1.0,Thousands
4156,63482.2,1.0,Thousands
4157,49956.2,1.0,Thousands
4158,29956.2,1.0,Thousands
4159,29956.2,1.0,Thousands
4160,49956.2,1.0,Thousands
4161,49956.2,1.0,Thousands
4162,99956.2,1.0,Thousands
4163,49956.2,1.0,Thousands
4164,42316.2,1.0,Thousands
4165,99956.2,1.0,Thousands
4166,101658.0,1.0,Thousands
4167,83996.2,1.0,Thousands
4168,25000.0,1.0,Thousands
4169,7300.85,1.0,Thousands
4170,10000.0,1.0,Thousands
4171,10000.0,1.0,Thousands
4172,5000.0,1.0,Thousands
4173,16840.0,1.0,Thousands
4174,5000.0,1.0,Thousands
4175,10000.0,1.0,Thousands
4176,10000.0,1.0,Thousands
4177,5000.0,1.0,Thousands
4178,431966.0,1.0,Thousands
4179,499966.0,1.0,Thousands
4180,500000.0,1.0,Thousands
4181,700000.0,1.0,Thousands
4182,235000.0,1.0,Thousands
4183,83272.44,1.0,Thousands
4184,173270.0,1.0,Thousands
